Sales,Quantity,Discount,Profit,Outlet Type,City Type,Category of Goods,Region,State,Segment,Ship Mode,Sub-Category,Order Date,month,day_of_week,quarter,year,Outlet Type_enc,City Type_enc,Category of Goods_enc,Region_enc,State_enc,Segment_enc,Ship Mode_enc,Sub-Category_enc,anomaly,anomaly_flag
158400.0,44,0.28,39600.0,Medium,Tier 2,Electronics,West,Punjab,Corporate,Second Class,Coolers,2024-01-09,1,1,1,2024,1,1,1,3,4,1,2,2,-1,1
85400.0,28,0.39,21350.0,Small,Tier 2,Electronics,South,Maharashtra,Corporate,Second Class,Coolers,2023-11-08,11,2,4,2023,2,1,1,2,3,1,2,2,-1,1
132600.0,34,0.22,33150.0,Small,Tier 1,Electronics,West,Punjab,Home Office,Second Class,Fans,2020-08-16,8,6,3,2020,2,0,1,3,4,2,2,3,-1,1
99000.0,33,0.4,24750.0,Medium,Tier 2,Electronics,East,Maharashtra,Corporate,First Class,AC,2021-03-04,3,3,1,2021,1,1,1,0,3,1,0,0,-1,1
180000.0,45,0.2,45000.0,Small,Tier 2,Electronics,North,Punjab,Consumer,Standard Class,Coolers,2024-12-23,12,0,4,2024,2,1,1,1,4,0,3,2,-1,1
138250.0,35,0.21,34562.5,Small,Tier 2,Electronics,North,Maharashtra,Consumer,Same Day,Coolers,2021-11-03,11,2,4,2021,2,1,1,1,3,0,1,2,-1,1
65100.0,21,0.38,16275.0,Small,Tier 1,Electronics,South,Maharashtra,Corporate,Same Day,Coolers,2021-12-05,12,6,4,2021,2,0,1,2,3,1,1,2,-1,1
155800.0,41,0.24,38950.0,Large,Village,Electronics,East,Karnataka,Home Office,Standard Class,Coolers,2020-11-23,11,0,4,2020,0,2,1,0,2,2,3,2,-1,1
125050.0,41,0.39,31262.5,Medium,Tier 2,Electronics,North,Delhi,Corporate,Second Class,Coolers,2022-12-15,12,3,4,2022,1,1,1,1,0,1,2,2,-1,1
76000.0,20,0.24,19000.0,Small,Tier 2,Electronics,North,Maharashtra,Consumer,Second Class,Coolers,2022-11-16,11,2,4,2022,2,1,1,1,3,0,2,2,-1,1
98750.0,25,0.21,24687.5,Medium,Tier 2,Electronics,East,Punjab,Corporate,Standard Class,Coolers,2023-03-23,3,3,1,2023,1,1,1,0,4,1,3,2,-1,1
91500.0,30,0.39,22875.0,Medium,Tier 2,Electronics,North,Karnataka,Home Office,Second Class,Coolers,2020-03-09,3,0,1,2020,1,1,1,1,2,2,2,2,-1,1
69000.0,20,0.31,17250.0,Small,Village,Electronics,South,Karnataka,Corporate,Same Day,AC,2023-01-27,1,4,1,2023,2,2,1,2,2,1,1,0,-1,1
154800.0,43,0.28,38700.0,Large,Tier 1,Electronics,West,Karnataka,Home Office,First Class,Fans,2020-01-21,1,1,1,2020,0,0,1,3,2,2,0,3,-1,1
91500.0,30,0.39,22875.0,Large,Tier 2,Electronics,West,Punjab,Corporate,Same Day,Coolers,2022-03-23,3,2,1,2022,0,1,1,3,4,1,1,2,-1,1
103700.0,34,0.39,25925.0,Medium,Tier 2,Electronics,West,Punjab,Consumer,Second Class,AC,2023-08-15,8,1,3,2023,1,1,1,3,4,0,2,0,-1,1
94800.0,24,0.21,23700.0,Large,Tier 2,Electronics,North,Gujarat,Home Office,First Class,AC,2023-12-11,12,0,4,2023,0,1,1,1,1,2,0,0,-1,1
102700.0,26,0.21,25675.0,Small,Tier 2,Electronics,East,Maharashtra,Corporate,Second Class,Fans,2023-08-29,8,1,3,2023,2,1,1,0,3,1,2,3,-1,1
82950.0,21,0.21,20737.5,Large,Tier 1,Electronics,North,Maharashtra,Corporate,Standard Class,AC,2024-01-02,1,1,1,2024,0,0,1,1,3,1,3,0,-1,1
130350.0,33,0.21,32587.5,Large,Village,Electronics,West,Maharashtra,Home Office,Standard Class,AC,2024-12-09,12,0,4,2024,0,2,1,3,3,2,3,0,-1,1
62400.0,13,0.04,9360.0,Small,Tier 1,Electronics,South,Karnataka,Corporate,Standard Class,Coolers,2020-04-06,4,0,2,2020,2,0,1,2,2,1,3,2,-1,1
77000.0,20,0.23,19250.0,Medium,Tier 1,Electronics,West,Punjab,Home Office,Standard Class,AC,2020-11-26,11,3,4,2020,1,0,1,3,4,2,3,0,-1,1
149600.0,44,0.32,37400.0,Large,Tier 2,Electronics,South,Karnataka,Corporate,Same Day,Fans,2023-03-20,3,0,1,2023,0,1,1,2,2,1,1,3,-1,1
151800.0,44,0.31,37950.0,Medium,Tier 1,Electronics,West,Delhi,Consumer,Same Day,Coolers,2023-03-17,3,4,1,2023,1,0,1,3,0,0,1,2,-1,1
155800.0,41,0.24,38950.0,Medium,Village,Electronics,North,Punjab,Corporate,First Class,Fans,2022-03-25,3,4,1,2022,1,2,1,1,4,1,0,3,-1,1
147400.0,44,0.33,36850.0,Small,Tier 1,Electronics,South,Gujarat,Home Office,First Class,AC,2020-03-11,3,2,1,2020,2,0,1,2,1,2,0,0,-1,1
146200.0,43,0.32,36550.0,Small,Village,Electronics,East,Delhi,Corporate,Second Class,Coolers,2023-08-09,8,2,3,2023,2,2,1,0,0,1,2,2,-1,1
163800.0,42,0.22,40950.0,Small,Tier 1,Electronics,East,Delhi,Consumer,Second Class,Fans,2020-08-10,8,0,3,2020,2,0,1,0,0,0,2,3,-1,1
96000.0,32,0.4,24000.0,Medium,Tier 1,Electronics,West,Punjab,Corporate,Standard Class,AC,2020-08-20,8,3,3,2020,1,0,1,3,4,1,3,0,-1,1
117000.0,39,0.4,29250.0,Small,Tier 1,Electronics,North,Punjab,Corporate,First Class,AC,2021-01-04,1,0,1,2021,2,0,1,1,4,1,0,0,-1,1
160000.0,40,0.2,40000.0,Large,Village,Electronics,West,Karnataka,Consumer,Second Class,AC,2021-01-19,1,1,1,2021,0,2,1,3,2,0,2,0,-1,1
139500.0,45,0.38,34875.0,Small,Tier 2,Electronics,South,Karnataka,Consumer,First Class,AC,2022-12-28,12,2,4,2022,2,1,1,2,2,0,0,0,-1,1
73200.0,24,0.39,18300.0,Large,Village,Electronics,West,Gujarat,Corporate,First Class,AC,2022-01-28,1,4,1,2022,0,2,1,3,1,1,0,0,-1,1
80000.0,20,0.2,20000.0,Small,Tier 1,Electronics,South,Gujarat,Home Office,Standard Class,Coolers,2024-11-17,11,6,4,2024,2,0,1,2,1,2,3,2,-1,1
133300.0,43,0.38,33325.0,Large,Tier 1,Electronics,East,Punjab,Consumer,Same Day,Coolers,2023-12-25,12,0,4,2023,0,0,1,0,4,0,1,2,-1,1
93000.0,30,0.38,23250.0,Large,Tier 2,Electronics,East,Delhi,Home Office,First Class,AC,2024-12-06,12,4,4,2024,0,1,1,0,0,2,0,0,-1,1
107100.0,34,0.37,26775.0,Small,Tier 2,Electronics,South,Punjab,Consumer,First Class,Coolers,2024-10-11,10,4,4,2024,2,1,1,2,4,0,0,2,-1,1
69000.0,20,0.31,17250.0,Large,Tier 2,Electronics,West,Karnataka,Corporate,Standard Class,Fans,2021-10-06,10,2,4,2021,0,1,1,3,2,1,3,3,-1,1
167900.0,46,0.27,41975.0,Medium,Village,Electronics,North,Karnataka,Home Office,Standard Class,Coolers,2022-10-22,10,5,4,2022,1,2,1,1,2,2,3,2,-1,1
166500.0,45,0.26,41625.0,Large,Tier 1,Electronics,West,Delhi,Corporate,Standard Class,Fans,2022-10-09,10,6,4,2022,0,0,1,3,0,1,3,3,-1,1
146250.0,45,0.35,36562.5,Small,Village,Electronics,East,Punjab,Home Office,First Class,AC,2023-08-22,8,1,3,2023,2,2,1,0,4,2,0,0,-1,1
114700.0,37,0.38,28675.0,Small,Tier 1,Electronics,South,Karnataka,Corporate,First Class,Coolers,2023-03-14,3,1,1,2023,2,0,1,2,2,1,0,2,-1,1
63050.0,13,0.03,9457.5,Small,Tier 1,Electronics,North,Karnataka,Corporate,Standard Class,Fans,2023-07-30,7,6,3,2023,2,0,1,1,2,1,3,3,-1,1
140800.0,44,0.36,35200.0,Large,Village,Electronics,North,Maharashtra,Home Office,Second Class,Fans,2020-11-02,11,0,4,2020,0,2,1,1,3,2,2,3,-1,1
99200.0,32,0.38,24800.0,Medium,Village,Electronics,East,Delhi,Corporate,Standard Class,Coolers,2024-01-13,1,5,1,2024,1,2,1,0,0,1,3,2,-1,1
146200.0,43,0.32,36550.0,Medium,Tier 1,Electronics,South,Delhi,Consumer,Same Day,Coolers,2020-12-27,12,6,4,2020,1,0,1,2,0,0,1,2,-1,1
118500.0,30,0.21,29625.0,Small,Tier 2,Electronics,South,Karnataka,Home Office,First Class,Fans,2022-01-14,1,4,1,2022,2,1,1,2,2,2,0,3,-1,1
90000.0,30,0.4,22500.0,Large,Tier 2,Electronics,East,Maharashtra,Home Office,First Class,Coolers,2020-01-13,1,0,1,2020,0,1,1,0,3,2,0,2,-1,1
75000.0,25,0.4,18750.0,Large,Village,Electronics,West,Delhi,Home Office,First Class,AC,2023-08-31,8,3,3,2023,0,2,1,3,0,2,0,0,-1,1
151800.0,44,0.31,37950.0,Small,Tier 1,Electronics,East,Maharashtra,Corporate,Second Class,Fans,2022-01-26,1,2,1,2022,2,0,1,0,3,1,2,3,-1,1
144000.0,36,0.2,36000.0,Medium,Tier 2,Electronics,South,Maharashtra,Home Office,Same Day,AC,2024-01-30,1,1,1,2024,1,1,1,2,3,2,1,0,-1,1
151200.0,42,0.28,37800.0,Small,Village,Electronics,East,Maharashtra,Consumer,Same Day,Coolers,2020-03-14,3,5,1,2020,2,2,1,0,3,0,1,2,-1,1
128700.0,33,0.22,32175.0,Small,Village,Electronics,West,Delhi,Corporate,Second Class,AC,2024-03-08,3,4,1,2024,2,2,1,3,0,1,2,0,-1,1
134300.0,34,0.21,33575.0,Small,Village,Electronics,North,Gujarat,Home Office,Standard Class,Coolers,2023-11-08,11,2,4,2023,2,2,1,1,1,2,3,2,-1,1
167900.0,46,0.27,41975.0,Medium,Village,Electronics,West,Gujarat,Corporate,Same Day,Coolers,2022-11-28,11,0,4,2022,1,2,1,3,1,1,1,2,-1,1
59400.0,12,0.01,8910.0,Medium,Village,Electronics,West,Maharashtra,Consumer,Second Class,AC,2022-05-03,5,1,2,2022,1,2,1,3,3,0,2,0,-1,1
44160.0,46,0.2,11040.0,Small,Tier 2,Clothing,West,Maharashtra,Consumer,Same Day,Jeans,2022-08-16,8,1,3,2022,2,1,0,3,3,0,1,5,-1,1
64600.0,19,0.32,16150.0,Large,Tier 1,Electronics,North,Delhi,Consumer,Standard Class,Coolers,2020-03-16,3,0,1,2020,0,0,1,1,0,0,3,2,-1,1
75600.0,24,0.37,18900.0,Medium,Tier 2,Electronics,South,Delhi,Home Office,Standard Class,Fans,2021-08-14,8,5,3,2021,1,1,1,2,0,2,3,3,-1,1
74400.0,24,0.38,18600.0,Large,Village,Electronics,South,Punjab,Home Office,Second Class,Fans,2024-01-19,1,4,1,2024,0,2,1,2,4,2,2,3,-1,1
158400.0,48,0.34,39600.0,Medium,Tier 2,Electronics,West,Maharashtra,Consumer,First Class,Coolers,2021-10-11,10,0,4,2021,1,1,1,3,3,0,0,2,-1,1
140000.0,35,0.2,35000.0,Medium,Village,Electronics,East,Punjab,Consumer,First Class,AC,2022-12-02,12,4,4,2022,1,2,1,0,4,0,0,0,-1,1
162150.0,47,0.31,40537.5,Large,Tier 1,Electronics,East,Punjab,Corporate,Standard Class,AC,2021-08-14,8,5,3,2021,0,0,1,0,4,1,3,0,-1,1
79300.0,26,0.39,19825.0,Small,Village,Electronics,East,Gujarat,Home Office,Same Day,Coolers,2020-12-19,12,5,4,2020,2,2,1,0,1,2,1,2,-1,1
156400.0,46,0.32,39100.0,Small,Tier 1,Electronics,West,Maharashtra,Corporate,Second Class,Coolers,2020-08-23,8,6,3,2020,2,0,1,3,3,1,2,2,-1,1
70350.0,21,0.33,17587.5,Medium,Village,Electronics,East,Gujarat,Corporate,Standard Class,Fans,2023-11-05,11,6,4,2023,1,2,1,0,1,1,3,3,-1,1
124000.0,31,0.2,31000.0,Large,Tier 2,Electronics,South,Punjab,Consumer,Same Day,AC,2024-11-08,11,4,4,2024,0,1,1,2,4,0,1,0,-1,1
151200.0,42,0.28,37800.0,Small,Village,Electronics,East,Karnataka,Corporate,Standard Class,AC,2024-10-05,10,5,4,2024,2,2,1,0,2,1,3,0,-1,1
79300.0,26,0.39,19825.0,Large,Village,Electronics,South,Punjab,Corporate,Same Day,Fans,2024-03-09,3,5,1,2024,0,2,1,2,4,1,1,3,-1,1
69300.0,22,0.37,17325.0,Medium,Tier 1,Electronics,South,Maharashtra,Consumer,First Class,AC,2024-08-03,8,5,3,2024,1,0,1,2,3,0,0,0,-1,1
108500.0,35,0.38,27125.0,Medium,Tier 1,Electronics,West,Delhi,Consumer,Same Day,Fans,2022-11-09,11,2,4,2022,1,0,1,3,0,0,1,3,-1,1
100000.0,25,0.2,25000.0,Large,Tier 2,Electronics,West,Punjab,Corporate,Standard Class,Fans,2021-01-13,1,2,1,2021,0,1,1,3,4,1,3,3,-1,1
168750.0,45,0.25,42187.5,Medium,Tier 2,Electronics,West,Maharashtra,Home Office,Second Class,AC,2024-01-10,1,2,1,2024,1,1,1,3,3,2,2,0,-1,1
171000.0,45,0.24,42750.0,Medium,Village,Electronics,North,Punjab,Consumer,Same Day,AC,2023-10-28,10,5,4,2023,1,2,1,1,4,0,1,0,-1,1
44352.0,48,0.23,11088.0,Large,Village,Clothing,East,Gujarat,Corporate,Second Class,Jeans,2021-08-19,8,3,3,2021,0,2,0,0,1,1,2,5,-1,1
118500.0,30,0.21,29625.0,Large,Tier 2,Electronics,North,Punjab,Home Office,Standard Class,Fans,2022-12-01,12,3,4,2022,0,1,1,1,4,2,3,3,-1,1
129000.0,43,0.4,32250.0,Medium,Tier 1,Electronics,South,Maharashtra,Home Office,Standard Class,Coolers,2023-12-21,12,3,4,2023,1,0,1,2,3,2,3,2,-1,1
139500.0,45,0.38,34875.0,Small,Tier 1,Electronics,South,Punjab,Home Office,First Class,AC,2022-10-28,10,4,4,2022,2,0,1,2,4,2,0,0,-1,1
159800.0,47,0.32,39950.0,Medium,Village,Electronics,West,Delhi,Consumer,Second Class,Coolers,2020-11-06,11,4,4,2020,1,2,1,3,0,0,2,2,-1,1
162800.0,44,0.26,40700.0,Small,Tier 1,Electronics,South,Gujarat,Home Office,Same Day,Fans,2023-12-05,12,1,4,2023,2,0,1,2,1,2,1,3,-1,1
60000.0,12,0.0,9000.0,Large,Tier 1,Electronics,North,Punjab,Home Office,First Class,AC,2024-07-01,7,0,3,2024,0,0,1,1,4,2,0,0,-1,1
64000.0,20,0.36,16000.0,Large,Village,Electronics,North,Gujarat,Home Office,Second Class,AC,2020-10-07,10,2,4,2020,0,2,1,1,1,2,2,0,-1,1
73600.0,23,0.36,18400.0,Large,Tier 2,Electronics,West,Delhi,Corporate,First Class,Fans,2024-01-08,1,0,1,2024,0,1,1,3,0,1,0,3,-1,1
173800.0,44,0.21,43450.0,Medium,Village,Electronics,West,Gujarat,Consumer,First Class,AC,2021-10-07,10,3,4,2021,1,2,1,3,1,0,0,0,-1,1
66150.0,21,0.37,16537.5,Medium,Tier 2,Electronics,North,Karnataka,Home Office,Second Class,AC,2022-01-17,1,0,1,2022,1,1,1,1,2,2,2,0,-1,1
151200.0,42,0.28,37800.0,Large,Tier 2,Electronics,West,Delhi,Corporate,First Class,AC,2020-12-08,12,1,4,2020,0,1,1,3,0,1,0,0,-1,1
168000.0,42,0.2,42000.0,Small,Village,Electronics,East,Maharashtra,Home Office,Second Class,Coolers,2020-10-22,10,3,4,2020,2,2,1,0,3,2,2,2,-1,1
90000.0,30,0.4,22500.0,Medium,Tier 2,Electronics,East,Maharashtra,Consumer,Same Day,Fans,2022-03-03,3,3,1,2022,1,1,1,0,3,0,1,3,-1,1
144000.0,45,0.36,36000.0,Large,Tier 1,Electronics,West,Gujarat,Consumer,First Class,Fans,2022-10-08,10,5,4,2022,0,0,1,3,1,0,0,3,-1,1
86900.0,22,0.21,21725.0,Medium,Tier 1,Electronics,West,Gujarat,Corporate,Second Class,Coolers,2021-03-13,3,5,1,2021,1,0,1,3,1,1,2,2,-1,1
128700.0,33,0.22,32175.0,Large,Village,Electronics,East,Punjab,Home Office,Same Day,Fans,2021-08-24,8,1,3,2021,0,2,1,0,4,2,1,3,-1,1
71300.0,23,0.38,17825.0,Medium,Tier 2,Electronics,North,Delhi,Corporate,First Class,Coolers,2022-10-11,10,1,4,2022,1,1,1,1,0,1,0,2,-1,1
156200.0,44,0.29,39050.0,Small,Village,Electronics,North,Delhi,Consumer,Same Day,Fans,2021-10-10,10,6,4,2021,2,2,1,1,0,0,1,3,-1,1
146200.0,43,0.32,36550.0,Large,Village,Electronics,West,Maharashtra,Consumer,Standard Class,Fans,2023-11-10,11,4,4,2023,0,2,1,3,3,0,3,3,-1,1
120000.0,30,0.2,30000.0,Small,Village,Electronics,East,Maharashtra,Consumer,Same Day,Fans,2021-03-21,3,6,1,2021,2,2,1,0,3,0,1,3,-1,1
154000.0,44,0.3,38500.0,Medium,Tier 2,Electronics,East,Maharashtra,Corporate,First Class,AC,2023-08-03,8,3,3,2023,1,1,1,0,3,1,0,0,-1,1
102700.0,26,0.21,25675.0,Small,Village,Electronics,North,Maharashtra,Home Office,First Class,Coolers,2021-12-24,12,4,4,2021,2,2,1,1,3,2,0,2,-1,1
117000.0,39,0.4,29250.0,Small,Tier 1,Electronics,South,Maharashtra,Home Office,Standard Class,Fans,2023-10-16,10,0,4,2023,2,0,1,2,3,2,3,3,-1,1
171000.0,45,0.24,42750.0,Medium,Tier 2,Electronics,East,Punjab,Home Office,First Class,Fans,2024-11-27,11,2,4,2024,1,1,1,0,4,2,0,3,-1,1
160600.0,44,0.27,40150.0,Medium,Tier 2,Electronics,South,Punjab,Home Office,First Class,Coolers,2023-01-13,1,4,1,2023,1,1,1,2,4,2,0,2,-1,1
102300.0,33,0.38,25575.0,Medium,Tier 2,Electronics,North,Maharashtra,Home Office,Same Day,Fans,2021-11-29,11,0,4,2021,1,1,1,1,3,2,1,3,-1,1
98750.0,25,0.21,24687.5,Small,Tier 1,Electronics,North,Gujarat,Corporate,Same Day,Coolers,2022-03-05,3,5,1,2022,2,0,1,1,1,1,1,2,-1,1
118950.0,39,0.39,29737.5,Large,Village,Electronics,South,Punjab,Consumer,First Class,Coolers,2022-03-08,3,1,1,2022,0,2,1,2,4,0,0,2,-1,1
162000.0,45,0.28,40500.0,Medium,Village,Electronics,East,Delhi,Home Office,Second Class,AC,2024-03-17,3,6,1,2024,1,2,1,0,0,2,2,0,-1,1
182400.0,48,0.24,45600.0,Large,Tier 1,Electronics,South,Delhi,Consumer,Second Class,Coolers,2022-01-06,1,3,1,2022,0,0,1,2,0,0,2,2,-1,1
139750.0,43,0.35,34937.5,Medium,Tier 1,Electronics,South,Punjab,Consumer,Same Day,AC,2021-12-29,12,2,4,2021,1,0,1,2,4,0,1,0,-1,1
165900.0,42,0.21,41475.0,Medium,Tier 2,Electronics,West,Gujarat,Consumer,Second Class,Coolers,2020-03-07,3,5,1,2020,1,1,1,3,1,0,2,2,-1,1
158700.0,46,0.31,39675.0,Large,Village,Electronics,South,Gujarat,Home Office,First Class,Coolers,2024-03-30,3,5,1,2024,0,2,1,2,1,2,0,2,-1,1
118500.0,30,0.21,29625.0,Medium,Tier 2,Electronics,East,Punjab,Corporate,First Class,AC,2024-11-21,11,3,4,2024,1,1,1,0,4,1,0,0,-1,1
144300.0,37,0.22,36075.0,Large,Tier 2,Electronics,West,Gujarat,Corporate,First Class,Fans,2021-03-28,3,6,1,2021,0,1,1,3,1,1,0,3,-1,1
100650.0,33,0.39,25162.5,Medium,Village,Electronics,South,Gujarat,Consumer,First Class,AC,2022-10-27,10,3,4,2022,1,2,1,2,1,0,0,0,-1,1
132600.0,34,0.22,33150.0,Large,Tier 2,Electronics,West,Gujarat,Home Office,Second Class,Coolers,2023-08-13,8,6,3,2023,0,1,1,3,1,2,2,2,-1,1
168000.0,42,0.2,42000.0,Small,Village,Electronics,North,Delhi,Consumer,Second Class,AC,2023-12-27,12,2,4,2023,2,2,1,1,0,0,2,0,-1,1
148200.0,38,0.22,37050.0,Medium,Tier 2,Electronics,West,Delhi,Consumer,Second Class,Coolers,2023-01-19,1,3,1,2023,1,1,1,3,0,0,2,2,-1,1
60000.0,12,0.0,9000.0,Medium,Tier 1,Electronics,North,Delhi,Corporate,First Class,Fans,2020-09-02,9,2,3,2020,1,0,1,1,0,1,0,3,-1,1
111600.0,36,0.38,27900.0,Large,Tier 1,Electronics,West,Delhi,Corporate,Standard Class,AC,2022-11-29,11,1,4,2022,0,0,1,3,0,1,3,0,-1,1
86900.0,22,0.21,21725.0,Small,Tier 1,Electronics,South,Gujarat,Consumer,Same Day,Fans,2020-01-12,1,6,1,2020,2,0,1,2,1,0,1,3,-1,1
148200.0,38,0.22,37050.0,Small,Village,Electronics,South,Maharashtra,Consumer,Same Day,Fans,2021-08-24,8,1,3,2021,2,2,1,2,3,0,1,3,-1,1
102300.0,33,0.38,25575.0,Small,Tier 2,Electronics,South,Delhi,Consumer,Standard Class,Fans,2021-10-30,10,5,4,2021,2,1,1,2,0,0,3,3,-1,1
161700.0,42,0.23,40425.0,Small,Tier 1,Electronics,East,Delhi,Home Office,Second Class,Fans,2024-01-16,1,1,1,2024,2,0,1,0,0,2,2,3,-1,1
69300.0,22,0.37,17325.0,Small,Tier 1,Electronics,West,Karnataka,Home Office,Same Day,AC,2021-03-12,3,4,1,2021,2,0,1,3,2,2,1,0,-1,1
159750.0,45,0.29,39937.5,Small,Tier 1,Electronics,South,Karnataka,Consumer,Standard Class,Fans,2023-11-09,11,3,4,2023,2,0,1,2,2,0,3,3,-1,1
66000.0,20,0.34,16500.0,Large,Village,Electronics,North,Punjab,Home Office,First Class,AC,2021-01-12,1,1,1,2021,0,2,1,1,4,2,0,0,-1,1
72450.0,23,0.37,18112.5,Large,Village,Electronics,West,Punjab,Consumer,First Class,Coolers,2024-01-10,1,2,1,2024,0,2,1,3,4,0,0,2,-1,1
151800.0,46,0.34,37950.0,Small,Tier 1,Electronics,North,Delhi,Corporate,Standard Class,Fans,2024-10-25,10,4,4,2024,2,0,1,1,0,1,3,3,-1,1
146200.0,43,0.32,36550.0,Large,Tier 2,Electronics,North,Gujarat,Corporate,Second Class,AC,2023-12-06,12,2,4,2023,0,1,1,1,1,1,2,0,-1,1
169850.0,43,0.21,42462.5,Small,Tier 2,Electronics,East,Gujarat,Home Office,Standard Class,Fans,2023-03-26,3,6,1,2023,2,1,1,0,1,2,3,3,-1,1
136400.0,44,0.38,34100.0,Small,Village,Electronics,West,Delhi,Corporate,Standard Class,AC,2023-03-13,3,0,1,2023,2,2,1,3,0,1,3,0,-1,1
71300.0,23,0.38,17825.0,Small,Tier 2,Electronics,South,Karnataka,Home Office,Standard Class,Coolers,2021-12-22,12,2,4,2021,2,1,1,2,2,2,3,2,-1,1
64600.0,19,0.32,16150.0,Large,Tier 1,Electronics,South,Punjab,Corporate,Second Class,Coolers,2024-01-27,1,5,1,2024,0,0,1,2,4,1,2,2,-1,1
157850.0,41,0.23,39462.5,Small,Tier 2,Electronics,South,Karnataka,Consumer,Standard Class,Coolers,2024-03-09,3,5,1,2024,2,1,1,2,2,0,3,2,-1,1
141900.0,43,0.34,35475.0,Medium,Tier 2,Electronics,South,Maharashtra,Home Office,Same Day,AC,2022-03-12,3,5,1,2022,1,1,1,2,3,2,1,0,-1,1
116550.0,37,0.37,29137.5,Large,Tier 1,Electronics,East,Maharashtra,Home Office,First Class,Coolers,2024-12-03,12,1,4,2024,0,0,1,0,3,2,0,2,-1,1
62400.0,13,0.04,9360.0,Medium,Tier 2,Electronics,North,Maharashtra,Consumer,Standard Class,AC,2024-07-12,7,4,3,2024,1,1,1,1,3,0,3,0,-1,1
73600.0,23,0.36,18400.0,Medium,Tier 2,Electronics,East,Maharashtra,Home Office,Standard Class,Fans,2020-10-11,10,6,4,2020,1,1,1,0,3,2,3,3,-1,1
155400.0,42,0.26,38850.0,Small,Tier 1,Electronics,East,Punjab,Consumer,Standard Class,AC,2022-01-01,1,5,1,2022,2,0,1,0,4,0,3,0,-1,1
137600.0,43,0.36,34400.0,Medium,Tier 2,Electronics,South,Maharashtra,Consumer,First Class,Fans,2023-12-20,12,2,4,2023,1,1,1,2,3,0,0,3,-1,1
67100.0,22,0.39,16775.0,Small,Tier 1,Electronics,South,Maharashtra,Consumer,Same Day,Fans,2022-03-16,3,2,1,2022,2,0,1,2,3,0,1,3,-1,1
150150.0,39,0.23,37537.5,Medium,Tier 1,Electronics,North,Gujarat,Home Office,Same Day,Fans,2023-03-13,3,0,1,2023,1,0,1,1,1,2,1,3,-1,1
162800.0,44,0.26,40700.0,Small,Tier 1,Electronics,South,Delhi,Corporate,Same Day,Fans,2023-01-26,1,3,1,2023,2,0,1,2,0,1,1,3,-1,1
128700.0,33,0.22,32175.0,Large,Village,Electronics,East,Gujarat,Corporate,Same Day,Fans,2024-12-05,12,3,4,2024,0,2,1,0,1,1,1,3,-1,1
120000.0,40,0.4,30000.0,Large,Village,Electronics,North,Punjab,Corporate,Second Class,Fans,2024-03-20,3,2,1,2024,0,2,1,1,4,1,2,3,-1,1
131150.0,43,0.39,32787.5,Medium,Village,Electronics,West,Karnataka,Consumer,Same Day,Coolers,2023-03-23,3,3,1,2023,1,2,1,3,2,0,1,2,-1,1
74400.0,24,0.38,18600.0,Medium,Tier 2,Electronics,East,Delhi,Consumer,Same Day,AC,2024-11-28,11,3,4,2024,1,1,1,0,0,0,1,0,-1,1
63050.0,13,0.03,9457.5,Small,Village,Electronics,North,Maharashtra,Corporate,Standard Class,AC,2021-06-23,6,2,2,2021,2,2,1,1,3,1,3,0,-1,1
80850.0,21,0.23,20212.5,Small,Village,Electronics,East,Gujarat,Corporate,Second Class,Fans,2024-03-06,3,2,1,2024,2,2,1,0,1,1,2,3,-1,1
161950.0,41,0.21,40487.5,Medium,Village,Electronics,South,Delhi,Corporate,Standard Class,Fans,2023-10-16,10,0,4,2023,1,2,1,2,0,1,3,3,-1,1
79000.0,20,0.21,19750.0,Large,Village,Electronics,North,Punjab,Home Office,First Class,AC,2020-10-28,10,2,4,2020,0,2,1,1,4,2,0,0,-1,1
63650.0,19,0.33,15912.5,Medium,Tier 1,Electronics,West,Maharashtra,Home Office,Standard Class,Fans,2023-11-23,11,3,4,2023,1,0,1,3,3,2,3,3,-1,1
60000.0,12,0.0,9000.0,Large,Tier 2,Electronics,North,Maharashtra,Home Office,Same Day,Coolers,2023-05-02,5,1,2,2023,0,1,1,1,3,2,1,2,-1,1
171600.0,44,0.22,42900.0,Large,Village,Electronics,West,Maharashtra,Home Office,Second Class,Coolers,2021-03-21,3,6,1,2021,0,2,1,3,3,2,2,2,-1,1
62400.0,13,0.04,9360.0,Small,Tier 1,Electronics,North,Karnataka,Consumer,Standard Class,Coolers,2023-07-19,7,2,3,2023,2,0,1,1,2,0,3,2,-1,1
105400.0,34,0.38,26350.0,Large,Tier 2,Electronics,East,Maharashtra,Home Office,First Class,Coolers,2021-01-28,1,3,1,2021,0,1,1,0,3,2,0,2,-1,1
156000.0,39,0.2,39000.0,Small,Tier 2,Electronics,West,Maharashtra,Consumer,First Class,Fans,2023-03-29,3,2,1,2023,2,1,1,3,3,0,0,3,-1,1
132300.0,42,0.37,33075.0,Large,Tier 2,Electronics,West,Delhi,Corporate,Second Class,Fans,2024-10-28,10,0,4,2024,0,1,1,3,0,1,2,3,-1,1
69300.0,21,0.34,17325.0,Medium,Tier 2,Electronics,East,Punjab,Corporate,First Class,Coolers,2024-11-28,11,3,4,2024,1,1,1,0,4,1,0,2,-1,1
